geography_key
60371021031
60371021072
60371021072
60371041242
60371044011
60371044012
60371044041
60371044042
60371046101
60371047041
60371048101
60371048101
60371048103
60371048103
60371048211
60371048212
60371048221
60371048221
60371060201
60371061111
60371061111
60371061111
60371061111
60371061122
60371061131
60371061131
60371061141
60371061141
60371061142
60371064031
60371064032
60371064032
60371064033
60371064033
60371064061
60371064061
60371064062
60371064081
60371064081
60371065101
60371065101
60371065102
60371065201
60371065201
60371065202
60371065203
60371066031
60371066042
60371066042
60371066423
60371066461
60371066461
60371066461
60371066461
60371066481
60371070101
60371070101
60371070201
60371070201
60371081021
60371082012
60371082012
60371082012
60371082021
60371091001
60371091001
60371091001
60371091001
60371091002
60371091002
60371092001
60371092001
60371092002
60371093001
60371093001
60371093001
60371093001
60371093001
60371093002
60371093002
60371093003
60371093003
60371093003
60371093003
60371093003
60371094003
60371094003
60371095001
60371096032
60371096041
60371096041
60371096041
60371096042
60371096042
60371097002
60371097002
60371097002
60371097002
60371111001
60371111001
60371112012
60371112012
60371112021
60371112021
60371112021
60371112022
60371112022
60371112022
60371112022
60371112022
60371112022
60371112023
60371112041
60371112041
60371112041
60371112041
60371112041
60371112041
60371112042
60371112051
60371112051
60371112051
60371112051
60371112051
60371112051
60371112052
60371112052
60371112052
60371112052
60371112052
60371112052
60371112052
60371112053
60371112053
60371112053
60371112053
60371112053
60371112053
60371112053
60371112064
60371112064
60371112064
60371112064
60371112064
60371112064
60371112065
60371112065
60371112065
60371112065
60371112065
60371113011
60371113011
60371113011
60371113011
60371113012
60371113012
60371113012
60371113012
60371113012
60371113012
60371113013
60371113013
60371113013
60371113013
60371113013
60371113013
60371113014
60371113014
60371113014
60371113014
60371113014
60371113014
60371113014
60371113014
60371113021
60371113021
60371113021
60371113021
60371113021
60371113022
60371113022
60371113022
60371113022
60371113022
60371113022
60371114001
60371114001
60371114001
60371114001
60371114002
60371114003
60371114003
60371114003
60371114003
60371131011
60371131011
60371131012
60371131021
60371131022
60371132131
60371132312
60371132321
60371132322
60371132322
60371132322
60371132331
60371132331
60371132332
60371132332
60371132332
60371132332
60371132332
