date,away_team,home_team,day_night,completed,pitch,attendance,game_time,name,city,state
20180816,COL,ATL,N,NA,ATL03,23428,173,Suntrust Park,Atlanta,GA
20180817,COL,ATL,N,NA,ATL03,28964,217,Suntrust Park,Atlanta,GA
20180818,COL,ATL,N,NA,ATL03,42143,211,Suntrust Park,Atlanta,GA
20180819,COL,ATL,D,NA,ATL03,33942,161,Suntrust Park,Atlanta,GA
20180828,TBA,ATL,N,NA,ATL03,21216,190,Suntrust Park,Atlanta,GA
20180829,TBA,ATL,N,NA,ATL03,20876,186,Suntrust Park,Atlanta,GA
20180830,CHN,ATL,N,NA,ATL03,37603,162,Suntrust Park,Atlanta,GA
20180831,PIT,ATL,N,NA,ATL03,36650,175,Suntrust Park,Atlanta,GA
20180901,PIT,ATL,N,NA,ATL03,33705,173,Suntrust Park,Atlanta,GA
20180902,PIT,ATL,N,NA,ATL03,37475,164,Suntrust Park,Atlanta,GA
20180903,BOS,ATL,D,NA,ATL03,40394,220,Suntrust Park,Atlanta,GA
20180904,BOS,ATL,N,NA,ATL03,35333,183,Suntrust Park,Atlanta,GA
20180905,BOS,ATL,D,NA,ATL03,28386,224,Suntrust Park,Atlanta,GA
20180914,WAS,ATL,N,NA,ATL03,39268,234,Suntrust Park,Atlanta,GA
20180915,WAS,ATL,D,NA,ATL03,36050,221,Suntrust Park,Atlanta,GA
20180916,WAS,ATL,D,NA,ATL03,33403,195,Suntrust Park,Atlanta,GA
20180917,SLN,ATL,N,NA,ATL03,24304,218,Suntrust Park,Atlanta,GA
20180918,SLN,ATL,N,NA,ATL03,23083,198,Suntrust Park,Atlanta,GA
20180919,SLN,ATL,D,NA,ATL03,25195,189,Suntrust Park,Atlanta,GA
20180920,PHI,ATL,N,NA,ATL03,27474,205,Suntrust Park,Atlanta,GA
20180921,PHI,ATL,N,NA,ATL03,34370,204,Suntrust Park,Atlanta,GA
20180922,PHI,ATL,D,NA,ATL03,35616,158,Suntrust Park,Atlanta,GA
20180923,PHI,ATL,D,NA,ATL03,34214,163,Suntrust Park,Atlanta,GA
20180405,SEA,MIN,D,NA,MIN04,39214,189,Target Field,Minneapolis,MN
20180407,SEA,MIN,D,NA,MIN04,18416,216,Target Field,Minneapolis,MN
20180409,HOU,MIN,N,NA,MIN04,15521,208,Target Field,Minneapolis,MN
20180410,HOU,MIN,N,NA,MIN04,15500,201,Target Field,Minneapolis,MN
20180411,HOU,MIN,D,NA,MIN04,15438,215,Target Field,Minneapolis,MN
20180412,CHA,MIN,N,NA,MIN04,15474,175,Target Field,Minneapolis,MN
20180427,CIN,MIN,N,NA,MIN04,25002,240,Target Field,Minneapolis,MN
20180428,CIN,MIN,D,NA,MIN04,27115,178,Target Field,Minneapolis,MN
20180429,CIN,MIN,D,NA,MIN04,25677,187,Target Field,Minneapolis,MN
20180430,TOR,MIN,N,NA,MIN04,16456,193,Target Field,Minneapolis,MN
20180501,TOR,MIN,N,NA,MIN04,16245,212,Target Field,Minneapolis,MN
20180502,TOR,MIN,D,NA,MIN04,16420,167,Target Field,Minneapolis,MN
20180514,SEA,MIN,N,NA,MIN04,16581,173,Target Field,Minneapolis,MN
20180515,SLN,MIN,N,NA,MIN04,24259,165,Target Field,Minneapolis,MN
20180516,SLN,MIN,D,NA,MIN04,25180,230,Target Field,Minneapolis,MN
20180518,MIL,MIN,N,NA,MIN04,29349,172,Target Field,Minneapolis,MN
20180519,MIL,MIN,N,NA,MIN04,30182,182,Target Field,Minneapolis,MN
20180520,MIL,MIN,D,NA,MIN04,28577,203,Target Field,Minneapolis,MN
20180521,DET,MIN,N,NA,MIN04,17161,155,Target Field,Minneapolis,MN
20180522,DET,MIN,N,NA,MIN04,25559,181,Target Field,Minneapolis,MN
20180523,DET,MIN,D,NA,MIN04,23891,179,Target Field,Minneapolis,MN
20180531,CLE,MIN,N,NA,MIN04,19148,209,Target Field,Minneapolis,MN
20180601,CLE,MIN,N,NA,MIN04,30171,159,Target Field,Minneapolis,MN
20180602,CLE,MIN,D,NA,MIN04,23476,192,Target Field,Minneapolis,MN
20180603,CLE,MIN,D,NA,MIN04,26096,194,Target Field,Minneapolis,MN
20180605,CHA,MIN,D,NA,MIN04,0,157,Target Field,Minneapolis,MN
20180605,CHA,MIN,N,NA,MIN04,26261,187,Target Field,Minneapolis,MN
20180606,CHA,MIN,N,NA,MIN04,20393,207,Target Field,Minneapolis,MN
20180607,CHA,MIN,D,NA,MIN04,21469,134,Target Field,Minneapolis,MN
20180608,ANA,MIN,N,NA,MIN04,28383,201,Target Field,Minneapolis,MN
20180609,ANA,MIN,N,NA,MIN04,24061,173,Target Field,Minneapolis,MN
20180610,ANA,MIN,D,NA,MIN04,28656,188,Target Field,Minneapolis,MN
20180619,BOS,MIN,N,NA,MIN04,28550,194,Target Field,Minneapolis,MN
20180620,BOS,MIN,N,NA,MIN04,33153,193,Target Field,Minneapolis,MN
20180621,BOS,MIN,D,NA,MIN04,32631,178,Target Field,Minneapolis,MN
20180622,TEX,MIN,N,NA,MIN04,28004,181,Target Field,Minneapolis,MN
20180623,TEX,MIN,D,NA,MIN04,23230,215,Target Field,Minneapolis,MN
20180624,TEX,MIN,D,NA,MIN04,23633,141,Target Field,Minneapolis,MN
20180705,BAL,MIN,N,NA,MIN04,23895,149,Target Field,Minneapolis,MN
20180706,BAL,MIN,N,NA,MIN04,27570,171,Target Field,Minneapolis,MN
20180707,BAL,MIN,D,NA,MIN04,25974,174,Target Field,Minneapolis,MN
20180708,BAL,MIN,D,NA,MIN04,22557,174,Target Field,Minneapolis,MN
20180709,KCA,MIN,N,NA,MIN04,20199,183,Target Field,Minneapolis,MN
20180710,KCA,MIN,N,NA,MIN04,27551,210,Target Field,Minneapolis,MN
20180711,KCA,MIN,D,NA,MIN04,26708,199,Target Field,Minneapolis,MN
20180712,TBA,MIN,N,NA,MIN04,25281,170,Target Field,Minneapolis,MN
20180713,TBA,MIN,N,NA,MIN04,28756,203,Target Field,Minneapolis,MN
20180714,TBA,MIN,D,NA,MIN04,25094,225,Target Field,Minneapolis,MN
20180715,TBA,MIN,D,NA,MIN04,25561,278,Target Field,Minneapolis,MN
20180730,CLE,MIN,N,NA,MIN04,26256,176,Target Field,Minneapolis,MN
20180731,CLE,MIN,N,NA,MIN04,25407,188,Target Field,Minneapolis,MN
20180801,CLE,MIN,D,NA,MIN04,29261,183,Target Field,Minneapolis,MN
20180803,KCA,MIN,N,NA,MIN04,22236,201,Target Field,Minneapolis,MN
20180804,KCA,MIN,N,NA,MIN04,27909,165,Target Field,Minneapolis,MN
20180805,KCA,MIN,D,NA,MIN04,25390,173,Target Field,Minneapolis,MN
20180814,PIT,MIN,N,NA,MIN04,28515,165,Target Field,Minneapolis,MN
20180815,PIT,MIN,D,NA,MIN04,26191,198,Target Field,Minneapolis,MN
20180816,DET,MIN,N,NA,MIN04,25108,215,Target Field,Minneapolis,MN
20180817,DET,MIN,N,NA,MIN04,26605,163,Target Field,Minneapolis,MN
20180818,DET,MIN,N,NA,MIN04,31904,209,Target Field,Minneapolis,MN
20180819,DET,MIN,D,NA,MIN04,27917,196,Target Field,Minneapolis,MN
20180820,CHA,MIN,N,NA,MIN04,23431,204,Target Field,Minneapolis,MN
20180823,OAK,MIN,N,NA,MIN04,24171,178,Target Field,Minneapolis,MN
20180824,OAK,MIN,N,NA,MIN04,22568,185,Target Field,Minneapolis,MN
20180825,OAK,MIN,N,NA,MIN04,28772,190,Target Field,Minneapolis,MN
20180826,OAK,MIN,D,NA,MIN04,23318,192,Target Field,Minneapolis,MN
20180907,KCA,MIN,N,NA,MIN04,19944,216,Target Field,Minneapolis,MN
20180908,KCA,MIN,N,NA,MIN04,25814,162,Target Field,Minneapolis,MN
20180909,KCA,MIN,D,NA,MIN04,20903,156,Target Field,Minneapolis,MN
20180910,NYA,MIN,N,NA,MIN04,21565,219,Target Field,Minneapolis,MN
20180911,NYA,MIN,N,NA,MIN04,20343,184,Target Field,Minneapolis,MN
20180912,NYA,MIN,N,NA,MIN04,24134,166,Target Field,Minneapolis,MN
20180925,DET,MIN,N,NA,MIN04,23849,192,Target Field,Minneapolis,MN
20180926,DET,MIN,N,NA,MIN04,21316,216,Target Field,Minneapolis,MN
20180927,DET,MIN,N,NA,MIN04,22342,200,Target Field,Minneapolis,MN
20180928,CHA,MIN,D,NA,MIN04,20245,165,Target Field,Minneapolis,MN
20180928,CHA,MIN,N,NA,MIN04,28191,182,Target Field,Minneapolis,MN
20180929,CHA,MIN,N,NA,MIN04,32717,200,Target Field,Minneapolis,MN
20180930,CHA,MIN,D,NA,MIN04,30144,176,Target Field,Minneapolis,MN
20180329,BOS,TBA,D,NA,STP01,31042,180,Tropicana Field,St. Petersburg,FL
20180330,BOS,TBA,N,NA,STP01,19203,166,Tropicana Field,St. Petersburg,FL
20180331,BOS,TBA,N,NA,STP01,17838,201,Tropicana Field,St. Petersburg,FL
20180401,BOS,TBA,D,NA,STP01,14256,204,Tropicana Field,St. Petersburg,FL
20180413,PHI,TBA,N,NA,STP01,13372,173,Tropicana Field,St. Petersburg,FL
20180414,PHI,TBA,N,NA,STP01,20934,166,Tropicana Field,St. Petersburg,FL
20180415,PHI,TBA,D,NA,STP01,19841,214,Tropicana Field,St. Petersburg,FL
20180416,TEX,TBA,N,NA,STP01,9363,169,Tropicana Field,St. Petersburg,FL
20180417,TEX,TBA,N,NA,STP01,8972,164,Tropicana Field,St. Petersburg,FL
20180418,TEX,TBA,D,NA,STP01,8657,156,Tropicana Field,St. Petersburg,FL
20180420,MIN,TBA,N,NA,STP01,9786,210,Tropicana Field,St. Petersburg,FL
20180421,MIN,TBA,N,NA,STP01,10106,173,Tropicana Field,St. Petersburg,FL
20180422,MIN,TBA,D,NA,STP01,12515,219,Tropicana Field,St. Petersburg,FL
20180504,TOR,TBA,N,NA,STP01,11117,159,Tropicana Field,St. Petersburg,FL
20180505,TOR,TBA,N,NA,STP01,16297,172,Tropicana Field,St. Petersburg,FL
20180506,TOR,TBA,D,NA,STP01,14032,176,Tropicana Field,St. Petersburg,FL
20180508,ATL,TBA,N,NA,STP01,15382,175,Tropicana Field,St. Petersburg,FL
20180509,ATL,TBA,N,NA,STP01,12082,171,Tropicana Field,St. Petersburg,FL
20180522,BOS,TBA,N,NA,STP01,10642,175,Tropicana Field,St. Petersburg,FL
20180523,BOS,TBA,N,NA,STP01,10194,190,Tropicana Field,St. Petersburg,FL
20180524,BOS,TBA,N,NA,STP01,12468,178,Tropicana Field,St. Petersburg,FL
20180525,BAL,TBA,N,NA,STP01,11354,167,Tropicana Field,St. Petersburg,FL
20180526,BAL,TBA,D,NA,STP01,14744,148,Tropicana Field,St. Petersburg,FL
20180527,BAL,TBA,D,NA,STP01,13311,190,Tropicana Field,St. Petersburg,FL
20180607,SEA,TBA,N,NA,STP01,10342,163,Tropicana Field,St. Petersburg,FL
20180608,SEA,TBA,N,NA,STP01,12435,170,Tropicana Field,St. Petersburg,FL
20180609,SEA,TBA,D,NA,STP01,12258,172,Tropicana Field,St. Petersburg,FL
20180610,SEA,TBA,D,NA,STP01,10512,170,Tropicana Field,St. Petersburg,FL
20180611,TOR,TBA,N,NA,STP01,10769,154,Tropicana Field,St. Petersburg,FL
20180612,TOR,TBA,N,NA,STP01,11162,161,Tropicana Field,St. Petersburg,FL
20180613,TOR,TBA,D,NA,STP01,10847,180,Tropicana Field,St. Petersburg,FL
20180622,NYA,TBA,N,NA,STP01,27252,188,Tropicana Field,St. Petersburg,FL
20180623,NYA,TBA,D,NA,STP01,29831,159,Tropicana Field,St. Petersburg,FL
20180624,NYA,TBA,D,NA,STP01,23667,256,Tropicana Field,St. Petersburg,FL
20180625,WAS,TBA,N,NA,STP01,13624,171,Tropicana Field,St. Petersburg,FL
20180626,WAS,TBA,D,NA,STP01,14289,165,Tropicana Field,St. Petersburg,FL
20180628,HOU,TBA,N,NA,STP01,12305,173,Tropicana Field,St. Petersburg,FL
20180629,HOU,TBA,N,NA,STP01,15797,155,Tropicana Field,St. Petersburg,FL
20180630,HOU,TBA,D,NA,STP01,18378,159,Tropicana Field,St. Petersburg,FL
20180701,HOU,TBA,D,NA,STP01,19334,156,Tropicana Field,St. Petersburg,FL
20180709,DET,TBA,N,NA,STP01,14229,235,Tropicana Field,St. Petersburg,FL
20180710,DET,TBA,N,NA,STP01,13478,145,Tropicana Field,St. Petersburg,FL
20180711,DET,TBA,D,NA,STP01,13922,160,Tropicana Field,St. Petersburg,FL
20180720,MIA,TBA,N,NA,STP01,13248,174,Tropicana Field,St. Petersburg,FL
20180721,MIA,TBA,N,NA,STP01,13808,168,Tropicana Field,St. Petersburg,FL
20180722,MIA,TBA,D,NA,STP01,11828,184,Tropicana Field,St. Petersburg,FL
20180723,NYA,TBA,N,NA,STP01,14670,206,Tropicana Field,St. Petersburg,FL
20180724,NYA,TBA,N,NA,STP01,19579,157,Tropicana Field,St. Petersburg,FL
20180725,NYA,TBA,D,NA,STP01,27372,166,Tropicana Field,St. Petersburg,FL
20180731,ANA,TBA,N,NA,STP01,15858,197,Tropicana Field,St. Petersburg,FL
20180801,ANA,TBA,N,NA,STP01,9132,181,Tropicana Field,St. Petersburg,FL
20180802,ANA,TBA,D,NA,STP01,10988,149,Tropicana Field,St. Petersburg,FL
20180803,CHA,TBA,N,NA,STP01,16144,213,Tropicana Field,St. Petersburg,FL
20180804,CHA,TBA,N,NA,STP01,21214,163,Tropicana Field,St. Petersburg,FL
20180805,CHA,TBA,D,NA,STP01,14379,218,Tropicana Field,St. Petersburg,FL
20180807,BAL,TBA,N,NA,STP01,11734,171,Tropicana Field,St. Petersburg,FL
20180808,BAL,TBA,N,NA,STP01,9474,172,Tropicana Field,St. Petersburg,FL
20180809,BAL,TBA,N,NA,STP01,10254,161,Tropicana Field,St. Petersburg,FL
20180820,KCA,TBA,N,NA,STP01,10036,169,Tropicana Field,St. Petersburg,FL
20180821,KCA,TBA,N,NA,STP01,9402,183,Tropicana Field,St. Petersburg,FL
20180822,KCA,TBA,N,NA,STP01,8686,172,Tropicana Field,St. Petersburg,FL
20180823,KCA,TBA,N,NA,STP01,9088,171,Tropicana Field,St. Petersburg,FL
20180824,BOS,TBA,N,NA,STP01,19723,190,Tropicana Field,St. Petersburg,FL
20180825,BOS,TBA,N,NA,STP01,25695,173,Tropicana Field,St. Petersburg,FL
20180826,BOS,TBA,D,NA,STP01,23448,185,Tropicana Field,St. Petersburg,FL
20180907,BAL,TBA,N,NA,STP01,12436,185,Tropicana Field,St. Petersburg,FL
20180908,BAL,TBA,N,NA,STP01,10275,180,Tropicana Field,St. Petersburg,FL
20180909,BAL,TBA,D,NA,STP01,13632,171,Tropicana Field,St. Petersburg,FL
20180910,CLE,TBA,N,NA,STP01,12724,218,Tropicana Field,St. Petersburg,FL
20180911,CLE,TBA,N,NA,STP01,10599,164,Tropicana Field,St. Petersburg,FL
20180912,CLE,TBA,D,NA,STP01,10654,140,Tropicana Field,St. Petersburg,FL
20180914,OAK,TBA,N,NA,STP01,11549,185,Tropicana Field,St. Petersburg,FL
20180915,OAK,TBA,N,NA,STP01,15154,199,Tropicana Field,St. Petersburg,FL
20180916,OAK,TBA,D,NA,STP01,13197,179,Tropicana Field,St. Petersburg,FL
20180924,NYA,TBA,N,NA,STP01,13832,181,Tropicana Field,St. Petersburg,FL
20180925,NYA,TBA,N,NA,STP01,10953,194,Tropicana Field,St. Petersburg,FL
20180926,NYA,TBA,N,NA,STP01,11325,232,Tropicana Field,St. Petersburg,FL
20180927,NYA,TBA,D,NA,STP01,12349,169,Tropicana Field,St. Petersburg,FL
20180928,TOR,TBA,N,NA,STP01,12061,219,Tropicana Field,St. Petersburg,FL
20180929,TOR,TBA,N,NA,STP01,13221,158,Tropicana Field,St. Petersburg,FL
20180930,TOR,TBA,D,NA,STP01,13313,186,Tropicana Field,St. Petersburg,FL
20180410,PIT,CHN,D,NA,CHI11,40144,185,Wrigley Field,Chicago,IL
20180411,PIT,CHN,N,NA,CHI11,35596,179,Wrigley Field,Chicago,IL
20180412,PIT,CHN,D,NA,CHI11,29949,177,Wrigley Field,Chicago,IL
20180413,ATL,CHN,D,NA,CHI11,29775,189,Wrigley Field,Chicago,IL
20180414,ATL,CHN,D,NA,CHI11,36788,223,Wrigley Field,Chicago,IL
20180417,SLN,CHN,N,NA,CHI11,35103,213,Wrigley Field,Chicago,IL
20180419,SLN,CHN,D,NA,CHI11,29648,190,Wrigley Field,Chicago,IL
20180426,MIL,CHN,N,NA,CHI11,37197,142,Wrigley Field,Chicago,IL
20180427,MIL,CHN,D,NA,CHI11,35579,183,Wrigley Field,Chicago,IL
20180428,MIL,CHN,D,NA,CHI11,40147,157,Wrigley Field,Chicago,IL
20180429,MIL,CHN,D,NA,CHI11,40895,155,Wrigley Field,Chicago,IL
20180430,COL,CHN,N,NA,CHI11,35922,177,Wrigley Field,Chicago,IL
20180501,COL,CHN,N,NA,CHI11,40077,144,Wrigley Field,Chicago,IL
20180502,COL,CHN,D,NA,CHI11,32909,185,Wrigley Field,Chicago,IL
20180507,MIA,CHN,N,NA,CHI11,37333,168,Wrigley Field,Chicago,IL
20180508,MIA,CHN,N,NA,CHI11,40051,158,Wrigley Field,Chicago,IL
20180509,MIA,CHN,D,NA,CHI11,34486,193,Wrigley Field,Chicago,IL
20180511,CHA,CHN,D,NA,CHI11,39585,225,Wrigley Field,Chicago,IL
20180512,CHA,CHN,D,NA,CHI11,41099,200,Wrigley Field,Chicago,IL
20180513,CHA,CHN,D,NA,CHI11,40537,167,Wrigley Field,Chicago,IL
20180514,ATL,CHN,D,NA,CHI11,35946,194,Wrigley Field,Chicago,IL
20180522,CLE,CHN,N,NA,CHI11,37168,200,Wrigley Field,Chicago,IL
20180523,CLE,CHN,N,NA,CHI11,39004,159,Wrigley Field,Chicago,IL
20180525,SFN,CHN,D,NA,CHI11,41177,166,Wrigley Field,Chicago,IL
20180526,SFN,CHN,N,NA,CHI11,41250,184,Wrigley Field,Chicago,IL
20180527,SFN,CHN,N,NA,CHI11,41587,211,Wrigley Field,Chicago,IL
20180605,PHI,CHN,N,NA,CHI11,40553,166,Wrigley Field,Chicago,IL
20180606,PHI,CHN,N,NA,CHI11,40275,200,Wrigley Field,Chicago,IL
20180607,PHI,CHN,D,NA,CHI11,40057,200,Wrigley Field,Chicago,IL
20180608,PIT,CHN,D,NA,CHI11,40097,180,Wrigley Field,Chicago,IL
20180609,PIT,CHN,D,NA,CHI11,41045,152,Wrigley Field,Chicago,IL
20180610,PIT,CHN,D,NA,CHI11,40735,202,Wrigley Field,Chicago,IL
20180619,LAN,CHN,D,NA,CHI11,39273,226,Wrigley Field,Chicago,IL
20180619,LAN,CHN,N,NA,CHI11,40409,199,Wrigley Field,Chicago,IL
20180620,LAN,CHN,D,NA,CHI11,41199,166,Wrigley Field,Chicago,IL
20180629,MIN,CHN,D,NA,CHI11,41492,207,Wrigley Field,Chicago,IL
20180630,MIN,CHN,D,NA,CHI11,40950,224,Wrigley Field,Chicago,IL
20180701,MIN,CHN,D,NA,CHI11,40051,223,Wrigley Field,Chicago,IL
20180703,DET,CHN,D,NA,CHI11,38424,177,Wrigley Field,Chicago,IL
20180704,DET,CHN,D,NA,CHI11,40510,184,Wrigley Field,Chicago,IL
20180706,CIN,CHN,D,NA,CHI11,41434,189,Wrigley Field,Chicago,IL
20180707,CIN,CHN,D,NA,CHI11,41538,195,Wrigley Field,Chicago,IL
20180708,CIN,CHN,D,NA,CHI11,38655,212,Wrigley Field,Chicago,IL
20180719,SLN,CHN,N,NA,CHI11,41406,209,Wrigley Field,Chicago,IL
20180720,SLN,CHN,D,NA,CHI11,41077,234,Wrigley Field,Chicago,IL
20180721,SLN,CHN,D,NA,CHI11,41004,193,Wrigley Field,Chicago,IL
20180721,SLN,CHN,N,NA,CHI11,41244,218,Wrigley Field,Chicago,IL
20180722,SLN,CHN,D,NA,CHI11,39737,185,Wrigley Field,Chicago,IL
20180723,ARI,CHN,N,NA,CHI11,40859,175,Wrigley Field,Chicago,IL
20180724,ARI,CHN,N,NA,CHI11,40869,193,Wrigley Field,Chicago,IL
20180725,ARI,CHN,D,NA,CHI11,35548,159,Wrigley Field,Chicago,IL
20180726,ARI,CHN,D,NA,CHI11,38979,202,Wrigley Field,Chicago,IL
20180802,SDN,CHN,N,NA,CHI11,40714,177,Wrigley Field,Chicago,IL
20180803,SDN,CHN,D,NA,CHI11,40894,186,Wrigley Field,Chicago,IL
20180804,SDN,CHN,D,NA,CHI11,40855,158,Wrigley Field,Chicago,IL
20180805,SDN,CHN,D,NA,CHI11,41136,209,Wrigley Field,Chicago,IL
20180810,WAS,CHN,D,NA,CHI11,41531,190,Wrigley Field,Chicago,IL
20180811,WAS,CHN,D,NA,CHI11,41320,191,Wrigley Field,Chicago,IL
20180812,WAS,CHN,N,NA,CHI11,36490,176,Wrigley Field,Chicago,IL
20180814,MIL,CHN,D,NA,CHI11,40441,162,Wrigley Field,Chicago,IL
20180815,MIL,CHN,D,NA,CHI11,39619,192,Wrigley Field,Chicago,IL
20180823,CIN,CHN,N,NA,CHI11,41130,147,Wrigley Field,Chicago,IL
20180824,CIN,CHN,D,NA,CHI11,37760,181,Wrigley Field,Chicago,IL
20180825,CIN,CHN,D,NA,CHI11,41205,206,Wrigley Field,Chicago,IL
20180826,CIN,CHN,D,NA,CHI11,40331,156,Wrigley Field,Chicago,IL
20180827,NYN,CHN,N,NA,CHI11,38935,195,Wrigley Field,Chicago,IL
20180829,NYN,CHN,D,NA,CHI11,33386,190,Wrigley Field,Chicago,IL
20180910,MIL,CHN,N,NA,CHI11,38471,199,Wrigley Field,Chicago,IL
20180911,MIL,CHN,N,NA,CHI11,37017,174,Wrigley Field,Chicago,IL
20180912,MIL,CHN,N,NA,CHI11,40234,194,Wrigley Field,Chicago,IL
20180914,CIN,CHN,N,NA,CHI11,36468,178,Wrigley Field,Chicago,IL
20180915,CIN,CHN,D,NA,CHI11,41196,159,Wrigley Field,Chicago,IL
20180916,CIN,CHN,D,NA,CHI11,41314,163,Wrigley Field,Chicago,IL
20180924,PIT,CHN,N,NA,CHI11,34570,173,Wrigley Field,Chicago,IL
20180925,PIT,CHN,N,NA,CHI11,33443,197,Wrigley Field,Chicago,IL
20180926,PIT,CHN,N,NA,CHI11,32874,222,Wrigley Field,Chicago,IL
20180927,PIT,CHN,N,NA,CHI11,38415,173,Wrigley Field,Chicago,IL
20180928,SLN,CHN,D,NA,CHI11,39442,187,Wrigley Field,Chicago,IL
20180929,SLN,CHN,D,NA,CHI11,40784,145,Wrigley Field,Chicago,IL
20180930,SLN,CHN,D,NA,CHI11,39275,224,Wrigley Field,Chicago,IL
20181001,MIL,CHN,D,NA,CHI11,38450,186,Wrigley Field,Chicago,IL
20180403,TBA,NYA,D,NA,NYC21,46776,209,Yankee Stadium II,New York,NY
20180404,TBA,NYA,D,NA,NYC21,40028,164,Yankee Stadium II,New York,NY
20180405,BAL,NYA,N,NA,NYC21,33653,195,Yankee Stadium II,New York,NY
20180406,BAL,NYA,N,NA,NYC21,34244,320,Yankee Stadium II,New York,NY
20180407,BAL,NYA,D,NA,NYC21,34388,183,Yankee Stadium II,New York,NY
20180408,BAL,NYA,D,NA,NYC21,37096,288,Yankee Stadium II,New York,NY
20180416,MIA,NYA,N,NA,NYC21,32525,218,Yankee Stadium II,New York,NY
20180417,MIA,NYA,N,NA,NYC21,34005,191,Yankee Stadium II,New York,NY
20180419,TOR,NYA,N,NA,NYC21,36665,180,Yankee Stadium II,New York,NY
20180420,TOR,NYA,N,NA,NYC21,39197,202,Yankee Stadium II,New York,NY
20180421,TOR,NYA,D,NA,NYC21,40986,170,Yankee Stadium II,New York,NY
20180422,TOR,NYA,D,NA,NYC21,43628,167,Yankee Stadium II,New York,NY
20180423,MIN,NYA,N,NA,NYC21,39249,218,Yankee Stadium II,New York,NY
20180424,MIN,NYA,N,NA,NYC21,39025,191,Yankee Stadium II,New York,NY
20180425,MIN,NYA,N,NA,NYC21,39243,220,Yankee Stadium II,New York,NY
20180426,MIN,NYA,D,NA,NYC21,40758,185,Yankee Stadium II,New York,NY
20180504,CLE,NYA,N,NA,NYC21,46869,202,Yankee Stadium II,New York,NY
20180505,CLE,NYA,D,NA,NYC21,43075,151,Yankee Stadium II,New York,NY
20180506,CLE,NYA,D,NA,NYC21,40107,185,Yankee Stadium II,New York,NY
20180508,BOS,NYA,N,NA,NYC21,45773,209,Yankee Stadium II,New York,NY
20180509,BOS,NYA,N,NA,NYC21,47088,222,Yankee Stadium II,New York,NY
20180510,BOS,NYA,N,NA,NYC21,46899,201,Yankee Stadium II,New York,NY
20180511,OAK,NYA,N,NA,NYC21,43093,182,Yankee Stadium II,New York,NY
20180512,OAK,NYA,D,NA,NYC21,41859,255,Yankee Stadium II,New York,NY
20180513,OAK,NYA,D,NA,NYC21,40538,187,Yankee Stadium II,New York,NY
20180525,ANA,NYA,N,NA,NYC21,46056,180,Yankee Stadium II,New York,NY
20180526,ANA,NYA,N,NA,NYC21,44565,210,Yankee Stadium II,New York,NY
20180527,ANA,NYA,D,NA,NYC21,46109,207,Yankee Stadium II,New York,NY
20180528,HOU,NYA,D,NA,NYC21,46583,194,Yankee Stadium II,New York,NY
20180529,HOU,NYA,N,NA,NYC21,45458,227,Yankee Stadium II,New York,NY
20180530,HOU,NYA,N,NA,NYC21,45229,167,Yankee Stadium II,New York,NY
20180612,WAS,NYA,N,NA,NYC21,44220,168,Yankee Stadium II,New York,NY
20180613,WAS,NYA,N,NA,NYC21,45030,198,Yankee Stadium II,New York,NY
20180614,TBA,NYA,N,NA,NYC21,45066,169,Yankee Stadium II,New York,NY
20180615,TBA,NYA,N,NA,NYC21,45112,164,Yankee Stadium II,New York,NY
20180616,TBA,NYA,D,NA,NYC21,46249,167,Yankee Stadium II,New York,NY
20180617,TBA,NYA,D,NA,NYC21,46400,165,Yankee Stadium II,New York,NY
20180619,SEA,NYA,N,NA,NYC21,45122,148,Yankee Stadium II,New York,NY
20180620,SEA,NYA,N,NA,NYC21,46047,208,Yankee Stadium II,New York,NY
20180621,SEA,NYA,D,NA,NYC21,46658,171,Yankee Stadium II,New York,NY
20180629,BOS,NYA,N,NA,NYC21,47120,161,Yankee Stadium II,New York,NY
20180630,BOS,NYA,N,NA,NYC21,47125,197,Yankee Stadium II,New York,NY
20180701,BOS,NYA,N,NA,NYC21,46795,194,Yankee Stadium II,New York,NY
20180702,ATL,NYA,N,NA,NYC21,43792,233,Yankee Stadium II,New York,NY
20180703,ATL,NYA,N,NA,NYC21,45448,226,Yankee Stadium II,New York,NY
20180704,ATL,NYA,D,NA,NYC21,46658,187,Yankee Stadium II,New York,NY
20180720,NYN,NYA,N,NA,NYC21,47175,226,Yankee Stadium II,New York,NY
20180721,NYN,NYA,D,NA,NYC21,47102,181,Yankee Stadium II,New York,NY
20180726,KCA,NYA,N,NA,NYC21,46965,178,Yankee Stadium II,New York,NY
20180728,KCA,NYA,D,NA,NYC21,46571,186,Yankee Stadium II,New York,NY
20180728,KCA,NYA,N,NA,NYC21,45043,207,Yankee Stadium II,New York,NY
20180729,KCA,NYA,D,NA,NYC21,46192,171,Yankee Stadium II,New York,NY
20180731,BAL,NYA,N,NA,NYC21,46473,191,Yankee Stadium II,New York,NY
20180801,BAL,NYA,D,NA,NYC21,47206,188,Yankee Stadium II,New York,NY
20180809,TEX,NYA,N,NA,NYC21,43455,151,Yankee Stadium II,New York,NY
20180810,TEX,NYA,N,NA,NYC21,45198,214,Yankee Stadium II,New York,NY
20180811,TEX,NYA,D,NA,NYC21,45933,196,Yankee Stadium II,New York,NY
20180812,TEX,NYA,D,NA,NYC21,41304,179,Yankee Stadium II,New York,NY
