date,away_team,home_team,day_night,completed,pitch,attendance,game_time,name,city,state
20180914,DET,CLE,N,NA,CLE08,26952,186,Progressive Field,Cleveland,OH
20180915,DET,CLE,D,NA,CLE08,26532,201,Progressive Field,Cleveland,OH
20180916,DET,CLE,D,NA,CLE08,24862,153,Progressive Field,Cleveland,OH
20180918,CHA,CLE,N,NA,CLE08,19277,145,Progressive Field,Cleveland,OH
20180919,CHA,CLE,N,NA,CLE08,18263,192,Progressive Field,Cleveland,OH
20180920,CHA,CLE,N,NA,CLE08,19457,263,Progressive Field,Cleveland,OH
20180921,BOS,CLE,N,NA,CLE08,27892,214,Progressive Field,Cleveland,OH
20180922,BOS,CLE,N,NA,CLE08,35095,226,Progressive Field,Cleveland,OH
20180923,BOS,CLE,N,NA,CLE08,27879,260,Progressive Field,Cleveland,OH
20180329,HOU,TEX,D,NA,ARL02,47253,179,Rangers Ballpark in Arlington,Arlington,TX
20180330,HOU,TEX,N,NA,ARL02,35469,182,Rangers Ballpark in Arlington,Arlington,TX
20180331,HOU,TEX,D,NA,ARL02,36892,199,Rangers Ballpark in Arlington,Arlington,TX
20180401,HOU,TEX,D,NA,ARL02,26758,193,Rangers Ballpark in Arlington,Arlington,TX
20180406,TOR,TEX,N,NA,ARL02,21670,186,Rangers Ballpark in Arlington,Arlington,TX
20180407,TOR,TEX,N,NA,ARL02,26229,157,Rangers Ballpark in Arlington,Arlington,TX
20180408,TOR,TEX,D,NA,ARL02,26902,196,Rangers Ballpark in Arlington,Arlington,TX
20180409,ANA,TEX,N,NA,ARL02,16718,208,Rangers Ballpark in Arlington,Arlington,TX
20180410,ANA,TEX,N,NA,ARL02,18697,187,Rangers Ballpark in Arlington,Arlington,TX
20180411,ANA,TEX,N,NA,ARL02,20363,207,Rangers Ballpark in Arlington,Arlington,TX
20180420,SEA,TEX,N,NA,ARL02,27811,200,Rangers Ballpark in Arlington,Arlington,TX
20180421,SEA,TEX,N,NA,ARL02,39016,209,Rangers Ballpark in Arlington,Arlington,TX
20180422,SEA,TEX,D,NA,ARL02,33661,175,Rangers Ballpark in Arlington,Arlington,TX
20180423,OAK,TEX,N,NA,ARL02,17060,200,Rangers Ballpark in Arlington,Arlington,TX
20180424,OAK,TEX,N,NA,ARL02,19391,187,Rangers Ballpark in Arlington,Arlington,TX
20180425,OAK,TEX,N,NA,ARL02,19121,179,Rangers Ballpark in Arlington,Arlington,TX
20180503,BOS,TEX,N,NA,ARL02,22348,200,Rangers Ballpark in Arlington,Arlington,TX
20180504,BOS,TEX,N,NA,ARL02,31404,156,Rangers Ballpark in Arlington,Arlington,TX
20180505,BOS,TEX,N,NA,ARL02,35728,198,Rangers Ballpark in Arlington,Arlington,TX
20180506,BOS,TEX,D,NA,ARL02,28360,153,Rangers Ballpark in Arlington,Arlington,TX
20180507,DET,TEX,N,NA,ARL02,20057,188,Rangers Ballpark in Arlington,Arlington,TX
20180508,DET,TEX,N,NA,ARL02,18634,184,Rangers Ballpark in Arlington,Arlington,TX
20180509,DET,TEX,D,NA,ARL02,30387,202,Rangers Ballpark in Arlington,Arlington,TX
20180521,NYA,TEX,N,NA,ARL02,29553,187,Rangers Ballpark in Arlington,Arlington,TX
20180522,NYA,TEX,N,NA,ARL02,30325,187,Rangers Ballpark in Arlington,Arlington,TX
20180523,NYA,TEX,N,NA,ARL02,31304,200,Rangers Ballpark in Arlington,Arlington,TX
20180524,KCA,TEX,N,NA,ARL02,23230,173,Rangers Ballpark in Arlington,Arlington,TX
20180525,KCA,TEX,N,NA,ARL02,35105,187,Rangers Ballpark in Arlington,Arlington,TX
20180526,KCA,TEX,D,NA,ARL02,29644,179,Rangers Ballpark in Arlington,Arlington,TX
20180527,KCA,TEX,D,NA,ARL02,31898,180,Rangers Ballpark in Arlington,Arlington,TX
20180605,OAK,TEX,N,NA,ARL02,19470,172,Rangers Ballpark in Arlington,Arlington,TX
20180606,OAK,TEX,N,NA,ARL02,22335,185,Rangers Ballpark in Arlington,Arlington,TX
20180607,HOU,TEX,N,NA,ARL02,30236,156,Rangers Ballpark in Arlington,Arlington,TX
20180608,HOU,TEX,N,NA,ARL02,31722,182,Rangers Ballpark in Arlington,Arlington,TX
20180609,HOU,TEX,N,NA,ARL02,38068,211,Rangers Ballpark in Arlington,Arlington,TX
20180610,HOU,TEX,D,NA,ARL02,30251,189,Rangers Ballpark in Arlington,Arlington,TX
20180615,COL,TEX,N,NA,ARL02,30448,195,Rangers Ballpark in Arlington,Arlington,TX
20180616,COL,TEX,D,NA,ARL02,23468,162,Rangers Ballpark in Arlington,Arlington,TX
20180617,COL,TEX,D,NA,ARL02,25513,234,Rangers Ballpark in Arlington,Arlington,TX
20180625,SDN,TEX,N,NA,ARL02,23470,194,Rangers Ballpark in Arlington,Arlington,TX
20180626,SDN,TEX,N,NA,ARL02,21780,187,Rangers Ballpark in Arlington,Arlington,TX
20180627,SDN,TEX,N,NA,ARL02,21365,144,Rangers Ballpark in Arlington,Arlington,TX
20180629,CHA,TEX,N,NA,ARL02,28156,167,Rangers Ballpark in Arlington,Arlington,TX
20180630,CHA,TEX,N,NA,ARL02,28138,208,Rangers Ballpark in Arlington,Arlington,TX
20180701,CHA,TEX,D,NA,ARL02,22684,196,Rangers Ballpark in Arlington,Arlington,TX
20180703,HOU,TEX,N,NA,ARL02,40165,207,Rangers Ballpark in Arlington,Arlington,TX
20180704,HOU,TEX,N,NA,ARL02,43592,213,Rangers Ballpark in Arlington,Arlington,TX
20180720,CLE,TEX,N,NA,ARL02,28253,288,Rangers Ballpark in Arlington,Arlington,TX
20180721,CLE,TEX,N,NA,ARL02,31532,191,Rangers Ballpark in Arlington,Arlington,TX
20180722,CLE,TEX,D,NA,ARL02,21829,153,Rangers Ballpark in Arlington,Arlington,TX
20180723,OAK,TEX,N,NA,ARL02,18744,193,Rangers Ballpark in Arlington,Arlington,TX
20180724,OAK,TEX,N,NA,ARL02,18249,248,Rangers Ballpark in Arlington,Arlington,TX
20180725,OAK,TEX,N,NA,ARL02,20549,228,Rangers Ballpark in Arlington,Arlington,TX
20180726,OAK,TEX,N,NA,ARL02,20533,207,Rangers Ballpark in Arlington,Arlington,TX
20180802,BAL,TEX,N,NA,ARL02,19367,200,Rangers Ballpark in Arlington,Arlington,TX
20180803,BAL,TEX,N,NA,ARL02,22544,183,Rangers Ballpark in Arlington,Arlington,TX
20180804,BAL,TEX,N,NA,ARL02,24300,145,Rangers Ballpark in Arlington,Arlington,TX
20180805,BAL,TEX,D,NA,ARL02,19961,199,Rangers Ballpark in Arlington,Arlington,TX
20180806,SEA,TEX,N,NA,ARL02,17759,234,Rangers Ballpark in Arlington,Arlington,TX
20180807,SEA,TEX,N,NA,ARL02,17575,146,Rangers Ballpark in Arlington,Arlington,TX
20180808,SEA,TEX,D,NA,ARL02,20116,193,Rangers Ballpark in Arlington,Arlington,TX
20180813,ARI,TEX,N,NA,ARL02,18204,171,Rangers Ballpark in Arlington,Arlington,TX
20180814,ARI,TEX,N,NA,ARL02,19353,188,Rangers Ballpark in Arlington,Arlington,TX
20180816,ANA,TEX,N,NA,ARL02,18398,173,Rangers Ballpark in Arlington,Arlington,TX
20180817,ANA,TEX,N,NA,ARL02,27816,176,Rangers Ballpark in Arlington,Arlington,TX
20180818,ANA,TEX,N,NA,ARL02,24768,208,Rangers Ballpark in Arlington,Arlington,TX
20180819,ANA,TEX,D,NA,ARL02,26681,155,Rangers Ballpark in Arlington,Arlington,TX
20180828,LAN,TEX,N,NA,ARL02,30123,199,Rangers Ballpark in Arlington,Arlington,TX
20180829,LAN,TEX,N,NA,ARL02,29181,169,Rangers Ballpark in Arlington,Arlington,TX
20180831,MIN,TEX,N,NA,ARL02,22808,222,Rangers Ballpark in Arlington,Arlington,TX
20180901,MIN,TEX,N,NA,ARL02,32175,172,Rangers Ballpark in Arlington,Arlington,TX
20180902,MIN,TEX,D,NA,ARL02,23423,189,Rangers Ballpark in Arlington,Arlington,TX
20180903,ANA,TEX,N,NA,ARL02,21048,190,Rangers Ballpark in Arlington,Arlington,TX
20180904,ANA,TEX,N,NA,ARL02,17625,164,Rangers Ballpark in Arlington,Arlington,TX
20180905,ANA,TEX,N,NA,ARL02,19966,192,Rangers Ballpark in Arlington,Arlington,TX
20180917,TBA,TEX,N,NA,ARL02,21840,161,Rangers Ballpark in Arlington,Arlington,TX
20180918,TBA,TEX,N,NA,ARL02,23523,184,Rangers Ballpark in Arlington,Arlington,TX
20180919,TBA,TEX,D,NA,ARL02,25168,175,Rangers Ballpark in Arlington,Arlington,TX
20180921,SEA,TEX,N,NA,ARL02,29420,137,Rangers Ballpark in Arlington,Arlington,TX
20180922,SEA,TEX,N,NA,ARL02,31158,187,Rangers Ballpark in Arlington,Arlington,TX
20180923,SEA,TEX,D,NA,ARL02,31269,176,Rangers Ballpark in Arlington,Arlington,TX
20180329,NYA,TOR,D,NA,TOR02,48115,171,Rogers Centre,Toronto,ONT
20180330,NYA,TOR,N,NA,TOR02,33716,169,Rogers Centre,Toronto,ONT
20180331,NYA,TOR,D,NA,TOR02,37692,157,Rogers Centre,Toronto,ONT
20180401,NYA,TOR,D,NA,TOR02,29091,183,Rogers Centre,Toronto,ONT
20180402,CHA,TOR,N,NA,TOR02,16629,171,Rogers Centre,Toronto,ONT
20180403,CHA,TOR,N,NA,TOR02,17451,207,Rogers Centre,Toronto,ONT
20180404,CHA,TOR,N,NA,TOR02,17268,176,Rogers Centre,Toronto,ONT
20180417,KCA,TOR,D,NA,TOR02,0,176,Rogers Centre,Toronto,ONT
20180417,KCA,TOR,N,NA,TOR02,18645,217,Rogers Centre,Toronto,ONT
20180418,KCA,TOR,D,NA,TOR02,28803,185,Rogers Centre,Toronto,ONT
20180424,BOS,TOR,N,NA,TOR02,20070,171,Rogers Centre,Toronto,ONT
20180425,BOS,TOR,N,NA,TOR02,18914,184,Rogers Centre,Toronto,ONT
20180426,BOS,TOR,N,NA,TOR02,23571,188,Rogers Centre,Toronto,ONT
20180427,TEX,TOR,N,NA,TOR02,26312,170,Rogers Centre,Toronto,ONT
20180428,TEX,TOR,D,NA,TOR02,39176,180,Rogers Centre,Toronto,ONT
20180429,TEX,TOR,D,NA,TOR02,31669,157,Rogers Centre,Toronto,ONT
20180508,SEA,TOR,N,NA,TOR02,20513,139,Rogers Centre,Toronto,ONT
20180509,SEA,TOR,N,NA,TOR02,20290,188,Rogers Centre,Toronto,ONT
20180510,SEA,TOR,N,NA,TOR02,22315,178,Rogers Centre,Toronto,ONT
20180511,BOS,TOR,N,NA,TOR02,28695,234,Rogers Centre,Toronto,ONT
20180512,BOS,TOR,D,NA,TOR02,37588,191,Rogers Centre,Toronto,ONT
20180513,BOS,TOR,D,NA,TOR02,37888,222,Rogers Centre,Toronto,ONT
20180517,OAK,TOR,N,NA,TOR02,22893,214,Rogers Centre,Toronto,ONT
20180518,OAK,TOR,N,NA,TOR02,21703,175,Rogers Centre,Toronto,ONT
20180519,OAK,TOR,D,NA,TOR02,35786,196,Rogers Centre,Toronto,ONT
20180520,OAK,TOR,D,NA,TOR02,30676,191,Rogers Centre,Toronto,ONT
20180522,ANA,TOR,N,NA,TOR02,21480,151,Rogers Centre,Toronto,ONT
20180523,ANA,TOR,N,NA,TOR02,25504,225,Rogers Centre,Toronto,ONT
20180524,ANA,TOR,D,NA,TOR02,43344,173,Rogers Centre,Toronto,ONT
20180605,NYA,TOR,N,NA,TOR02,29308,158,Rogers Centre,Toronto,ONT
20180606,NYA,TOR,N,NA,TOR02,27838,221,Rogers Centre,Toronto,ONT
20180607,BAL,TOR,N,NA,TOR02,24494,193,Rogers Centre,Toronto,ONT
20180608,BAL,TOR,N,NA,TOR02,28863,164,Rogers Centre,Toronto,ONT
20180609,BAL,TOR,D,NA,TOR02,34643,199,Rogers Centre,Toronto,ONT
20180610,BAL,TOR,D,NA,TOR02,33485,183,Rogers Centre,Toronto,ONT
20180615,WAS,TOR,N,NA,TOR02,29633,155,Rogers Centre,Toronto,ONT
20180616,WAS,TOR,D,NA,TOR02,36044,154,Rogers Centre,Toronto,ONT
20180617,WAS,TOR,D,NA,TOR02,35146,210,Rogers Centre,Toronto,ONT
20180619,ATL,TOR,N,NA,TOR02,32466,183,Rogers Centre,Toronto,ONT
20180620,ATL,TOR,D,NA,TOR02,45563,150,Rogers Centre,Toronto,ONT
20180629,DET,TOR,N,NA,TOR02,24068,153,Rogers Centre,Toronto,ONT
20180630,DET,TOR,D,NA,TOR02,27066,158,Rogers Centre,Toronto,ONT
20180701,DET,TOR,D,NA,TOR02,37445,151,Rogers Centre,Toronto,ONT
20180702,DET,TOR,D,NA,TOR02,29575,164,Rogers Centre,Toronto,ONT
20180703,NYN,TOR,N,NA,TOR02,24010,193,Rogers Centre,Toronto,ONT
20180704,NYN,TOR,N,NA,TOR02,26038,166,Rogers Centre,Toronto,ONT
20180706,NYA,TOR,N,NA,TOR02,37254,187,Rogers Centre,Toronto,ONT
20180707,NYA,TOR,D,NA,TOR02,44352,211,Rogers Centre,Toronto,ONT
20180708,NYA,TOR,D,NA,TOR02,39866,171,Rogers Centre,Toronto,ONT
20180720,BAL,TOR,N,NA,TOR02,31115,181,Rogers Centre,Toronto,ONT
20180721,BAL,TOR,D,NA,TOR02,35912,150,Rogers Centre,Toronto,ONT
20180722,BAL,TOR,D,NA,TOR02,39021,174,Rogers Centre,Toronto,ONT
20180723,MIN,TOR,N,NA,TOR02,25405,198,Rogers Centre,Toronto,ONT
20180724,MIN,TOR,N,NA,TOR02,31933,150,Rogers Centre,Toronto,ONT
20180725,MIN,TOR,D,NA,TOR02,32686,260,Rogers Centre,Toronto,ONT
20180807,BOS,TOR,N,NA,TOR02,31855,207,Rogers Centre,Toronto,ONT
20180808,BOS,TOR,N,NA,TOR02,36798,182,Rogers Centre,Toronto,ONT
20180809,BOS,TOR,N,NA,TOR02,28415,169,Rogers Centre,Toronto,ONT
20180810,TBA,TOR,N,NA,TOR02,23082,147,Rogers Centre,Toronto,ONT
20180811,TBA,TOR,D,NA,TOR02,38797,176,Rogers Centre,Toronto,ONT
20180812,TBA,TOR,D,NA,TOR02,33746,154,Rogers Centre,Toronto,ONT
20180820,BAL,TOR,N,NA,TOR02,25031,154,Rogers Centre,Toronto,ONT
20180821,BAL,TOR,N,NA,TOR02,25855,159,Rogers Centre,Toronto,ONT
20180822,BAL,TOR,D,NA,TOR02,40595,157,Rogers Centre,Toronto,ONT
20180824,PHI,TOR,N,NA,TOR02,26292,163,Rogers Centre,Toronto,ONT
20180825,PHI,TOR,D,NA,TOR02,33127,179,Rogers Centre,Toronto,ONT
20180826,PHI,TOR,D,NA,TOR02,28209,197,Rogers Centre,Toronto,ONT
20180903,TBA,TOR,N,NA,TOR02,18034,159,Rogers Centre,Toronto,ONT
20180904,TBA,TOR,N,NA,TOR02,17594,158,Rogers Centre,Toronto,ONT
20180905,TBA,TOR,N,NA,TOR02,17872,162,Rogers Centre,Toronto,ONT
20180906,CLE,TOR,N,NA,TOR02,20618,173,Rogers Centre,Toronto,ONT
20180907,CLE,TOR,N,NA,TOR02,26830,231,Rogers Centre,Toronto,ONT
20180908,CLE,TOR,D,NA,TOR02,35353,218,Rogers Centre,Toronto,ONT
20180909,CLE,TOR,D,NA,TOR02,31184,163,Rogers Centre,Toronto,ONT
20180920,TBA,TOR,N,NA,TOR02,19478,193,Rogers Centre,Toronto,ONT
20180921,TBA,TOR,N,NA,TOR02,21167,200,Rogers Centre,Toronto,ONT
20180922,TBA,TOR,D,NA,TOR02,27648,164,Rogers Centre,Toronto,ONT
20180923,TBA,TOR,D,NA,TOR02,23944,161,Rogers Centre,Toronto,ONT
20180924,HOU,TOR,N,NA,TOR02,23463,192,Rogers Centre,Toronto,ONT
20180925,HOU,TOR,N,NA,TOR02,28440,180,Rogers Centre,Toronto,ONT
20180926,HOU,TOR,D,NA,TOR02,22828,147,Rogers Centre,Toronto,ONT
20180329,CLE,SEA,N,NA,SEA03,47149,155,Safeco Field,Seattle,WA
20180331,CLE,SEA,D,NA,SEA03,35881,167,Safeco Field,Seattle,WA
20180401,CLE,SEA,D,NA,SEA03,24506,177,Safeco Field,Seattle,WA
20180413,OAK,SEA,N,NA,SEA03,25352,188,Safeco Field,Seattle,WA
20180414,OAK,SEA,N,NA,SEA03,29013,212,Safeco Field,Seattle,WA
20180415,OAK,SEA,D,NA,SEA03,25882,160,Safeco Field,Seattle,WA
20180416,HOU,SEA,N,NA,SEA03,12923,141,Safeco Field,Seattle,WA
20180417,HOU,SEA,N,NA,SEA03,15382,168,Safeco Field,Seattle,WA
20180418,HOU,SEA,N,NA,SEA03,14643,165,Safeco Field,Seattle,WA
20180419,HOU,SEA,D,NA,SEA03,16927,182,Safeco Field,Seattle,WA
20180501,OAK,SEA,N,NA,SEA03,12468,186,Safeco Field,Seattle,WA
20180502,OAK,SEA,N,NA,SEA03,11603,145,Safeco Field,Seattle,WA
20180503,OAK,SEA,N,NA,SEA03,12888,151,Safeco Field,Seattle,WA
20180504,ANA,SEA,N,NA,SEA03,41705,190,Safeco Field,Seattle,WA
20180505,ANA,SEA,N,NA,SEA03,36977,269,Safeco Field,Seattle,WA
20180506,ANA,SEA,D,NA,SEA03,40142,191,Safeco Field,Seattle,WA
20180515,TEX,SEA,N,NA,SEA03,14670,266,Safeco Field,Seattle,WA
20180516,TEX,SEA,D,NA,SEA03,20629,172,Safeco Field,Seattle,WA
20180517,DET,SEA,N,NA,SEA03,15169,188,Safeco Field,Seattle,WA
20180518,DET,SEA,N,NA,SEA03,34932,168,Safeco Field,Seattle,WA
20180519,DET,SEA,N,NA,SEA03,35739,154,Safeco Field,Seattle,WA
20180520,DET,SEA,D,NA,SEA03,34252,201,Safeco Field,Seattle,WA
20180525,MIN,SEA,N,NA,SEA03,19924,134,Safeco Field,Seattle,WA
20180526,MIN,SEA,N,NA,SEA03,23986,220,Safeco Field,Seattle,WA
20180527,MIN,SEA,D,NA,SEA03,31340,138,Safeco Field,Seattle,WA
20180528,TEX,SEA,D,NA,SEA03,26236,152,Safeco Field,Seattle,WA
20180529,TEX,SEA,N,NA,SEA03,13259,220,Safeco Field,Seattle,WA
20180530,TEX,SEA,N,NA,SEA03,13070,197,Safeco Field,Seattle,WA
20180531,TEX,SEA,N,NA,SEA03,15630,173,Safeco Field,Seattle,WA
20180601,TBA,SEA,N,NA,SEA03,22636,256,Safeco Field,Seattle,WA
20180602,TBA,SEA,N,NA,SEA03,28599,177,Safeco Field,Seattle,WA
20180603,TBA,SEA,D,NA,SEA03,26567,160,Safeco Field,Seattle,WA
20180611,ANA,SEA,N,NA,SEA03,20116,155,Safeco Field,Seattle,WA
20180612,ANA,SEA,N,NA,SEA03,20402,181,Safeco Field,Seattle,WA
20180613,ANA,SEA,D,NA,SEA03,28236,215,Safeco Field,Seattle,WA
20180614,BOS,SEA,N,NA,SEA03,30479,176,Safeco Field,Seattle,WA
20180615,BOS,SEA,N,NA,SEA03,44459,189,Safeco Field,Seattle,WA
20180616,BOS,SEA,N,NA,SEA03,44151,142,Safeco Field,Seattle,WA
20180617,BOS,SEA,D,NA,SEA03,46462,195,Safeco Field,Seattle,WA
20180629,KCA,SEA,N,NA,SEA03,25558,146,Safeco Field,Seattle,WA
20180630,KCA,SEA,N,NA,SEA03,33395,158,Safeco Field,Seattle,WA
20180701,KCA,SEA,D,NA,SEA03,38344,120,Safeco Field,Seattle,WA
20180703,ANA,SEA,N,NA,SEA03,38624,147,Safeco Field,Seattle,WA
20180704,ANA,SEA,D,NA,SEA03,39518,213,Safeco Field,Seattle,WA
20180705,ANA,SEA,N,NA,SEA03,32128,202,Safeco Field,Seattle,WA
20180706,COL,SEA,N,NA,SEA03,26554,191,Safeco Field,Seattle,WA
20180707,COL,SEA,D,NA,SEA03,36104,173,Safeco Field,Seattle,WA
20180708,COL,SEA,D,NA,SEA03,34440,148,Safeco Field,Seattle,WA
20180720,CHA,SEA,N,NA,SEA03,43331,157,Safeco Field,Seattle,WA
20180721,CHA,SEA,N,NA,SEA03,38186,148,Safeco Field,Seattle,WA
20180722,CHA,SEA,D,NA,SEA03,38207,173,Safeco Field,Seattle,WA
20180724,SFN,SEA,N,NA,SEA03,40276,178,Safeco Field,Seattle,WA
20180725,SFN,SEA,D,NA,SEA03,45548,157,Safeco Field,Seattle,WA
20180730,HOU,SEA,N,NA,SEA03,35198,139,Safeco Field,Seattle,WA
20180731,HOU,SEA,N,NA,SEA03,28478,189,Safeco Field,Seattle,WA
20180801,HOU,SEA,D,NA,SEA03,34575,182,Safeco Field,Seattle,WA
20180802,TOR,SEA,N,NA,SEA03,26110,181,Safeco Field,Seattle,WA
20180803,TOR,SEA,N,NA,SEA03,30715,143,Safeco Field,Seattle,WA
20180804,TOR,SEA,N,NA,SEA03,41238,154,Safeco Field,Seattle,WA
20180805,TOR,SEA,D,NA,SEA03,40515,157,Safeco Field,Seattle,WA
20180817,LAN,SEA,N,NA,SEA03,46796,164,Safeco Field,Seattle,WA
20180818,LAN,SEA,N,NA,SEA03,43264,216,Safeco Field,Seattle,WA
20180819,LAN,SEA,D,NA,SEA03,45419,192,Safeco Field,Seattle,WA
20180820,HOU,SEA,N,NA,SEA03,27072,185,Safeco Field,Seattle,WA
20180821,HOU,SEA,N,NA,SEA03,25415,176,Safeco Field,Seattle,WA
20180822,HOU,SEA,D,NA,SEA03,31062,193,Safeco Field,Seattle,WA
20180903,BAL,SEA,N,NA,SEA03,20579,153,Safeco Field,Seattle,WA
20180904,BAL,SEA,N,NA,SEA03,11265,199,Safeco Field,Seattle,WA
20180905,BAL,SEA,N,NA,SEA03,15017,184,Safeco Field,Seattle,WA
20180907,NYA,SEA,N,NA,SEA03,32195,152,Safeco Field,Seattle,WA
20180908,NYA,SEA,N,NA,SEA03,38733,169,Safeco Field,Seattle,WA
20180909,NYA,SEA,D,NA,SEA03,34917,185,Safeco Field,Seattle,WA
20180911,SDN,SEA,N,NA,SEA03,13833,169,Safeco Field,Seattle,WA
20180912,SDN,SEA,D,NA,SEA03,17164,187,Safeco Field,Seattle,WA
20180924,OAK,SEA,N,NA,SEA03,16491,183,Safeco Field,Seattle,WA
20180925,OAK,SEA,N,NA,SEA03,12791,237,Safeco Field,Seattle,WA
20180926,OAK,SEA,N,NA,SEA03,13727,193,Safeco Field,Seattle,WA
20180927,TEX,SEA,N,NA,SEA03,15799,156,Safeco Field,Seattle,WA
20180928,TEX,SEA,N,NA,SEA03,23598,227,Safeco Field,Seattle,WA
20180929,TEX,SEA,N,NA,SEA03,31780,157,Safeco Field,Seattle,WA
20180930,TEX,SEA,D,NA,SEA03,21146,134,Safeco Field,Seattle,WA
20180329,PHI,ATL,D,NA,ATL03,40208,208,Suntrust Park,Atlanta,GA
20180330,PHI,ATL,N,NA,ATL03,35123,256,Suntrust Park,Atlanta,GA
20180331,PHI,ATL,N,NA,ATL03,37777,201,Suntrust Park,Atlanta,GA
20180402,WAS,ATL,N,NA,ATL03,25054,175,Suntrust Park,Atlanta,GA
20180403,WAS,ATL,N,NA,ATL03,26782,190,Suntrust Park,Atlanta,GA
20180404,WAS,ATL,D,NA,ATL03,29834,186,Suntrust Park,Atlanta,GA
20180416,PHI,ATL,N,NA,ATL03,17812,160,Suntrust Park,Atlanta,GA
20180417,PHI,ATL,N,NA,ATL03,17913,216,Suntrust Park,Atlanta,GA
20180418,PHI,ATL,N,NA,ATL03,22135,188,Suntrust Park,Atlanta,GA
20180419,NYN,ATL,N,NA,ATL03,23610,180,Suntrust Park,Atlanta,GA
20180420,NYN,ATL,N,NA,ATL03,39016,231,Suntrust Park,Atlanta,GA
20180421,NYN,ATL,N,NA,ATL03,41396,187,Suntrust Park,Atlanta,GA
20180504,SFN,ATL,N,NA,ATL03,41807,165,Suntrust Park,Atlanta,GA
20180505,SFN,ATL,N,NA,ATL03,38264,178,Suntrust Park,Atlanta,GA
20180506,SFN,ATL,D,NA,ATL03,37896,189,Suntrust Park,Atlanta,GA
20180515,CHN,ATL,N,NA,ATL03,34452,171,Suntrust Park,Atlanta,GA
20180516,CHN,ATL,N,NA,ATL03,28264,175,Suntrust Park,Atlanta,GA
20180518,MIA,ATL,N,NA,ATL03,27705,156,Suntrust Park,Atlanta,GA
20180519,MIA,ATL,N,NA,ATL03,37715,148,Suntrust Park,Atlanta,GA
20180520,MIA,ATL,D,NA,ATL03,28352,199,Suntrust Park,Atlanta,GA
20180528,NYN,ATL,D,NA,ATL03,32377,185,Suntrust Park,Atlanta,GA
20180528,NYN,ATL,N,NA,ATL03,31779,201,Suntrust Park,Atlanta,GA
20180529,NYN,ATL,N,NA,ATL03,19443,191,Suntrust Park,Atlanta,GA
20180530,NYN,ATL,N,NA,ATL03,21449,162,Suntrust Park,Atlanta,GA
20180531,WAS,ATL,N,NA,ATL03,22380,159,Suntrust Park,Atlanta,GA
20180601,WAS,ATL,N,NA,ATL03,33845,144,Suntrust Park,Atlanta,GA
20180602,WAS,ATL,D,NA,ATL03,39578,240,Suntrust Park,Atlanta,GA
20180603,WAS,ATL,D,NA,ATL03,33132,167,Suntrust Park,Atlanta,GA
20180612,NYN,ATL,N,NA,ATL03,29892,165,Suntrust Park,Atlanta,GA
20180613,NYN,ATL,D,NA,ATL03,32015,132,Suntrust Park,Atlanta,GA
20180614,SDN,ATL,N,NA,ATL03,25250,146,Suntrust Park,Atlanta,GA
20180615,SDN,ATL,N,NA,ATL03,41497,170,Suntrust Park,Atlanta,GA
20180616,SDN,ATL,N,NA,ATL03,41916,139,Suntrust Park,Atlanta,GA
20180617,SDN,ATL,D,NA,ATL03,40251,190,Suntrust Park,Atlanta,GA
20180622,BAL,ATL,N,NA,ATL03,37192,321,Suntrust Park,Atlanta,GA
20180623,BAL,ATL,D,NA,ATL03,40333,188,Suntrust Park,Atlanta,GA
20180624,BAL,ATL,D,NA,ATL03,33794,174,Suntrust Park,Atlanta,GA
20180625,CIN,ATL,N,NA,ATL03,27851,225,Suntrust Park,Atlanta,GA
20180626,CIN,ATL,N,NA,ATL03,28356,200,Suntrust Park,Atlanta,GA
20180627,CIN,ATL,D,NA,ATL03,30207,181,Suntrust Park,Atlanta,GA
20180710,TOR,ATL,N,NA,ATL03,31747,178,Suntrust Park,Atlanta,GA
20180711,TOR,ATL,N,NA,ATL03,27839,178,Suntrust Park,Atlanta,GA
20180713,ARI,ATL,N,NA,ATL03,42130,185,Suntrust Park,Atlanta,GA
20180714,ARI,ATL,D,NA,ATL03,40862,173,Suntrust Park,Atlanta,GA
20180715,ARI,ATL,D,NA,ATL03,27323,162,Suntrust Park,Atlanta,GA
20180726,LAN,ATL,N,NA,ATL03,40706,175,Suntrust Park,Atlanta,GA
20180727,LAN,ATL,N,NA,ATL03,41647,171,Suntrust Park,Atlanta,GA
20180728,LAN,ATL,N,NA,ATL03,41758,202,Suntrust Park,Atlanta,GA
20180729,LAN,ATL,D,NA,ATL03,40303,167,Suntrust Park,Atlanta,GA
20180730,MIA,ATL,N,NA,ATL03,21230,169,Suntrust Park,Atlanta,GA
20180731,MIA,ATL,N,NA,ATL03,18627,173,Suntrust Park,Atlanta,GA
20180810,MIL,ATL,N,NA,ATL03,36519,179,Suntrust Park,Atlanta,GA
20180811,MIL,ATL,N,NA,ATL03,40297,162,Suntrust Park,Atlanta,GA
20180812,MIL,ATL,D,NA,ATL03,25360,199,Suntrust Park,Atlanta,GA
20180813,MIA,ATL,D,NA,ATL03,16049,159,Suntrust Park,Atlanta,GA
20180813,MIA,ATL,N,NA,ATL03,18186,178,Suntrust Park,Atlanta,GA
20180814,MIA,ATL,N,NA,ATL03,19409,172,Suntrust Park,Atlanta,GA
20180815,MIA,ATL,N,NA,ATL03,19045,170,Suntrust Park,Atlanta,GA
